name,Entry_point_address,Size_of_program_headers,Size_of_section_headers,Start_of_program_headers,Start_of_section_headers,size_text_section,total_size_file,total_size_memory,n_seg_diff_size_in_file_and_memory,n_p_type_header_as_int_type,total_p_flags,total_STT_NOTYPE_symbol,total_STT_FUNC_symbol,total_STT_OBJECT_symbol,n_sec_not_in_memory,total_global_symbols,total_local_symbols,total_weak_symbols,category
printf,13472,56,64,64,57904,29874,53733,54165,1,0,59,4,0,0,0,58,1,6,0
pr,12896,56,64,64,78480,42610,77981,78685,1,0,59,4,0,0,0,78,1,6,0
ppdhtml,17520,56,64,64,111136,61765,106603,106619,1,0,59,4,0,0,0,59,1,4,0
png-fix-itxt,5296,56,64,64,12728,1365,6561,6593,1,0,59,4,0,0,0,7,1,4,0
printenv,10160,56,64,64,37424,14290,32917,33357,1,0,59,4,0,0,0,48,1,8,0
prlimit,13616,56,64,64,37848,13074,35625,35797,1,0,59,4,0,0,0,67,1,5,0
prtstat,5648,56,64,64,20840,4613,15481,15577,1,0,59,3,0,0,0,29,1,4,0
ppdpo,17888,56,64,64,111136,62213,106758,106774,1,0,59,4,0,0,0,57,1,4,0
pmap,19808,56,64,64,33144,12978,29397,31285,1,0,59,3,0,0,0,62,1,6,0
pngfix,16656,56,64,64,57800,19957,51081,51137,1,0,59,4,0,0,0,54,1,4,0
prezip-bin,6336,56,64,64,12720,2181,8321,8385,1,0,59,4,0,0,0,15,1,4,0
preconv,15440,56,64,64,66056,32501,62722,66538,1,0,59,4,0,0,0,72,1,4,0
ppdmerge,11440,56,64,64,16832,2693,14545,14849,1,0,59,4,0,0,0,40,1,4,0
pnm2ppa,1024096,56,64,64,1650536,44661,1646465,1650201,1,0,59,3,0,0,0,46,1,4,0
ps,46608,56,64,64,139864,47522,152373,288325,1,0,59,3,0,0,0,99,1,5,0
ppdc,19632,56,64,64,115232,63701,111038,111054,1,0,59,4,0,0,0,70,1,4,0
ppdi,17184,56,64,64,115232,65445,111032,111048,1,0,59,4,0,0,0,63,1,4,0
ptx,20976,56,64,64,135792,98578,137973,140341,1,0,59,4,0,0,0,85,1,6,0
psfxtable,7184,56,64,64,20824,7877,18017,18105,1,0,59,3,0,0,0,32,1,4,0
pstree,15072,56,64,64,34088,11749,30177,30369,1,0,59,3,0,0,0,68,1,5,0
pwdx,5696,56,64,64,12648,1778,10349,10413,1,0,59,3,0,0,0,31,1,6,0
pslog,5520,56,64,64,12632,1333,8609,8673,1,0,59,3,0,0,0,21,1,4,0
pulseaudio,36752,56,64,64,98848,35685,96521,96825,1,0,59,4,0,0,0,248,1,5,0
pwd,10480,56,64,64,41520,16402,36893,37301,1,0,59,4,0,0,0,59,1,6,0
psicc,10528,56,64,64,24928,4501,17397,17825,1,0,59,3,0,0,0,46,1,4,0
rctest,20080,56,64,64,192328,72501,188865,188993,1,0,59,3,0,0,0,65,1,4,0
remmina,151344,56,64,64,500944,238485,513509,515001,1,0,59,3,0,0,0,1496,1,6,0
resizecons,12256,56,64,64,25000,7605,19657,19697,1,0,59,3,0,0,0,46,1,4,0
python2.7,1568064,56,64,64,3619160,1668356,3679869,3826069,1,0,59,3,0,0,0,1675,1,6,0
rdma,21072,56,64,64,131528,67973,143389,162601,1,0,59,4,0,0,0,127,1,4,0
recode-sr-latin,6928,56,64,64,12648,2930,13853,13949,1,0,59,3,0,0,0,37,1,4,0
readlink,10688,56,64,64,53808,22978,46949,47357,1,0,59,4,0,0,0,55,1,6,0
qpdldecode,9504,56,64,64,21224,6085,18249,18361,1,0,59,4,0,0,0,40,1,4,0
rdesktop-vrdp,41424,56,64,64,312568,222594,315601,3651941,1,0,59,4,0,0,0,351,1,4,0
rendercheck,11840,56,64,64,59472,31621,56833,56977,1,0,59,4,0,0,0,69,1,4,0
python3.8,6069088,56,64,64,5272312,2467701,5342793,5486425,1,0,59,4,0,0,0,2561,1,4,0
realpath,11168,56,64,64,53840,24434,48901,49341,1,0,59,4,0,0,0,56,1,6,0
renice,6704,56,64,64,12736,2578,11373,11437,1,0,59,4,0,0,0,29,1,5,0
sbattach,11808,56,64,64,57968,28178,57165,57357,1,0,59,3,0,0,0,85,1,4,0
run-parts,10688,56,64,64,25352,5653,20241,20721,1,0,59,2,0,0,0,55,1,4,0
script,20448,56,64,64,70080,34018,68529,68597,1,0,59,4,0,0,0,111,1,5,0
rhythmbox,4944,56,64,64,12736,597,8057,8065,1,0,59,4,0,0,0,28,1,5,0
sbverify,16944,56,64,64,62064,28834,60021,60213,1,0,59,3,0,0,0,105,1,4,0
scriptlive,14256,56,64,64,53696,27826,54457,54525,1,0,59,4,0,0,0,103,1,5,0
scanimage,22208,56,64,64,54448,26661,52265,52761,1,0,59,4,0,0,0,87,1,4,0
resizepart,12672,56,64,64,65992,34754,63249,63317,1,0,59,4,0,0,0,104,1,5,0
sbsiglist,11520,56,64,64,58032,28066,56661,56853,1,0,59,3,0,0,0,82,1,4,0
rfcomm,19104,56,64,64,150360,46645,148177,148401,1,0,59,3,0,0,0,63,1,4,0
sbkeysync,17360,56,64,64,66384,32530,64541,64733,1,0,59,3,0,0,0,93,1,4,0
screendump,6512,56,64,64,12632,2693,10721,10761,1,0,59,3,0,0,0,27,1,4,0
scriptreplay,13760,56,64,64,45504,18994,39881,39941,1,0,59,4,0,0,0,73,1,5,0
rmdir,10768,56,64,64,49712,23922,44949,45357,1,0,59,4,0,0,0,55,1,6,0
sadf,26544,56,64,64,426536,314789,423137,453089,1,0,59,4,0,0,0,75,1,4,0
rhythmbox-client,25280,56,64,64,51488,13861,44865,45041,1,0,59,4,0,0,0,110,1,4,0
resolvectl,33104,56,64,64,127512,59397,133785,134057,1,0,59,4,0,0,0,167,1,5,0
rev,6384,56,64,64,12736,1954,10965,11029,1,0,59,4,0,0,0,37,1,5,0
rpcgen,12240,56,64,64,94976,55189,93977,96057,1,0,59,3,0,0,0,51,1,4,0
sbsign,11856,56,64,64,58032,28130,57565,57757,1,0,59,3,0,0,0,89,1,4,0
sbvarsign,17168,56,64,64,62192,29618,61685,61877,1,0,59,3,0,0,0,99,1,4,0
sane-find-scanner,21360,56,64,64,140360,73333,141077,155369,1,0,59,4,0,0,0,127,1,4,0
rm,11984,56,64,64,70224,38418,70349,70797,1,0,59,4,0,0,0,75,1,6,0
rsync,50880,56,64,64,495432,332117,503545,580473,1,0,59,3,0,0,0,236,1,4,0
rygel,22480,56,64,64,49600,14117,44905,44985,1,0,59,4,0,0,0,159,1,5,0
runcon,12176,56,64,64,41520,16194,38085,38525,1,0,59,4,0,0,0,65,1,6,0
scp,18000,56,64,64,115120,68677,115721,117641,1,0,59,3,0,0,0,131,1,5,0
sar.sysstat,18832,56,64,64,151144,97749,151505,179921,1,0,59,4,0,0,0,79,1,4,0
setfacl,12912,56,64,64,38000,16357,35369,35561,1,0,59,4,0,0,0,76,1,4,0
session-migration,11792,56,64,64,20824,2677,14505,14521,1,0,59,3,0,0,0,63,1,5,0
setxkbmap,9472,56,64,64,29456,9621,23945,24481,1,0,59,4,0,0,0,37,1,4,0
setkeycodes,5392,56,64,64,12648,2965,10801,10841,1,0,59,3,0,0,0,21,1,4,0
sha512sum,14480,56,64,64,66128,38418,62925,63405,1,0,59,4,0,0,0,61,1,6,0
setsid,6224,56,64,64,12736,1826,11221,11285,1,0,59,4,0,0,0,34,1,5,0
seahorse,210112,56,64,64,1225768,527685,1270345,1274969,1,0,59,3,0,0,0,2203,1,5,0
sessreg,5312,56,64,64,12600,3346,10852,10988,1,0,43,3,0,0,0,27,1,4,0
setfont,12416,56,64,64,49576,22997,44009,44089,1,0,59,3,0,0,0,60,1,4,0
setleds,6464,56,64,64,12696,3253,11073,11113,1,0,59,3,0,0,0,16,1,4,0
setmetamode,5280,56,64,64,12744,1685,8841,8865,1,0,59,3,0,0,0,16,1,4,0
sftp,23456,56,64,64,172680,105941,173985,191505,1,0,59,3,0,0,0,186,1,5,0
setpriv,23168,56,64,64,49608,19138,46469,46525,1,0,59,4,0,0,0,91,1,5,0
sed,16928,56,64,64,123616,76818,123241,125685,1,0,59,3,0,0,0,133,1,6,0
sha256sum,14480,56,64,64,62032,33026,57469,57949,1,0,59,4,0,0,0,61,1,6,0
seq,13856,56,64,64,53808,28866,52013,52493,1,0,59,4,0,0,0,62,1,6,0
setterm,20400,56,64,64,45512,20066,44017,44077,1,0,59,4,0,0,0,74,1,5,0
sha224sum,14480,56,64,64,62032,33026,57469,57949,1,0,59,4,0,0,0,61,1,6,0
sha1sum,14480,56,64,64,53840,26546,50669,51149,1,0,59,4,0,0,0,61,1,6,0
sdiff,13760,56,64,64,45432,21173,46669,56361,1,0,59,3,0,0,0,81,1,6,0
setlogcons,4944,56,64,64,12648,2517,9729,9769,1,0,59,3,0,0,0,18,1,4,0
setarch,11872,56,64,64,25304,3810,16541,17021,1,0,59,4,0,0,0,34,1,5,0
sdptool,26704,56,64,64,253176,108005,252561,252697,1,0,59,3,0,0,0,59,1,4,0
setpci,14000,56,64,64,29128,6469,29121,29217,1,0,59,4,0,0,0,43,1,4,0
sha384sum,14480,56,64,64,66128,38418,62925,63405,1,0,59,4,0,0,0,61,1,6,0
shuf,13968,56,64,64,57904,30482,58557,59005,1,0,59,4,0,0,0,77,1,6,0
simple-scan,65904,56,64,64,414128,190309,425993,427601,1,0,59,3,0,0,0,532,1,4,0
showrgb,2320,56,64,64,8504,1010,6412,6452,1,0,43,3,0,0,0,14,1,4,0
skill,14000,56,64,64,29032,8434,26081,27365,1,0,59,3,0,0,0,66,1,6,0
slabtop,12656,56,64,64,20848,6098,19069,19277,1,0,59,3,0,0,0,47,1,6,0
shotwell,599936,56,64,64,4932896,2455429,5119497,5133473,1,0,59,3,0,0,0,6903,1,5,0
shred,13248,56,64,64,62032,32146,62285,62733,1,0,59,4,0,0,0,87,1,6,0
sleep,10416,56,64,64,41520,16098,35581,36029,1,0,59,4,0,0,0,52,1,6,0
smproxy,11792,56,64,64,25024,9157,22781,22945,1,0,59,4,0,0,0,61,1,4,0
slxdecode,5424,56,64,64,16832,6757,17721,17809,1,0,59,4,0,0,0,40,1,4,0
showkey,7424,56,64,64,16744,5029,14273,14433,1,0,59,3,0,0,0,27,1,4,0
showconsolefont,6688,56,64,64,16744,6741,17697,18873,1,0,59,3,0,0,0,34,1,4,0
snap,4166368,56,64,64,21512304,7791013,28880381,29089261,2,0,55,3,0,0,0,90,1,5,0
ss,25856,56,64,64,171064,90501,172573,203785,1,0,59,4,0,0,0,131,1,5,0
spd-say,12976,56,64,64,29864,7173,24105,24369,1,0,59,3,0,0,0,59,1,4,0
ssdeep,13456,56,64,64,53640,24789,54139,54239,1,0,59,3,0,0,0,81,1,8,0
split,18080,56,64,64,58360,29298,59169,60221,1,0,59,4,0,0,0,82,1,6,0
splitfont,5168,56,64,64,12632,1429,7945,7977,1,0,59,3,0,0,0,15,1,4,0
sort,26656,56,64,64,115544,68802,118021,120157,1,0,59,4,0,0,0,132,1,6,0
soelim,10128,56,64,64,45576,24213,40908,44052,1,0,59,4,0,0,0,41,1,4,0
sort-dctrl,10000,56,64,64,37600,16993,32629,624721,1,0,51,3,0,0,0,60,1,4,0
sprof,14352,56,64,64,33208,10981,26145,26369,1,0,59,3,0,0,0,57,1,5,0
speech-dispatcher,41488,56,64,64,172416,85397,173537,174569,1,0,59,3,0,0,0,515,1,5,0
spice-vdagent,33584,56,64,64,86872,30261,83553,83681,1,0,59,4,0,0,0,248,1,4,0
speaker-test,15904,56,64,64,29176,9301,31089,31809,1,0,59,4,0,0,0,78,1,4,0
snapfuse,10592,56,64,64,41384,18789,37849,37881,1,0,59,3,0,0,0,46,1,4,0
ssh-agent,37216,56,64,64,348584,149413,354105,364305,1,0,59,3,0,0,0,291,1,5,0
ssh,69248,56,64,64,799816,457381,816137,832249,1,0,59,3,0,0,0,439,1,7,0
ssh-add,36704,56,64,64,377248,173141,380801,382657,1,0,59,3,0,0,0,276,1,5,0
sss_ssh_authorizedkeys,11216,56,64,64,29112,9237,23693,24329,1,0,59,4,0,0,0,57,1,4,0
strace,490608,56,64,64,1581672,436741,1924729,2098761,1,0,59,3,0,0,0,139,1,6,0
su,16704,56,64,64,70088,36098,71145,71245,1,0,59,4,0,0,0,141,1,5,0
sss_ssh_knownhostsproxy,13312,56,64,64,33208,11077,27181,27817,1,0,59,4,0,0,0,65,1,4,0
stdbuf,11808,56,64,64,57904,26930,50765,51301,1,0,59,4,0,0,0,60,1,6,0
ssh-keyscan,39376,56,64,64,463288,227797,471665,477641,1,0,59,3,0,0,0,306,1,5,0
stty,17360,56,64,64,82512,38258,83573,84277,1,0,59,4,0,0,0,68,1,6,0
ssh-keygen,52720,56,64,64,479664,242805,487801,496233,1,0,59,3,0,0,0,362,1,5,0
sudoreplay,25632,56,64,64,95744,46757,95593,96081,1,0,59,3,0,0,0,145,1,4,0
stat,12448,56,64,64,90704,52066,88821,89429,1,0,59,4,0,0,0,97,1,6,0
systemd-cgtop,18704,56,64,64,37328,10805,31745,31897,1,0,59,4,0,0,0,98,1,7,0
sync,10752,56,64,64,41520,15330,34765,35181,1,0,59,4,0,0,0,53,1,6,0
systemd-delta,12192,56,64,64,25016,8037,23477,23585,1,0,59,4,0,0,0,72,1,7,0
sum,10576,56,64,64,45624,21346,43573,44037,1,0,59,4,0,0,0,63,1,6,0
systemd-ask-password,6160,56,64,64,12784,1573,11777,11921,1,0,59,4,0,0,0,31,1,5,0
systemd-cat,10784,56,64,64,16832,1989,12098,12201,1,0,59,4,0,0,0,34,1,7,0
swig4.0,130624,56,64,64,1844576,1374437,1871021,1883593,1,0,59,3,0,0,0,139,1,20,0
systemctl,79424,56,64,64,1043784,697440,1082873,1086309,2,0,63,4,0,0,0,298,1,8,0
systemd-cgls,11984,56,64,64,20968,3205,14481,14593,1,0,59,4,0,0,0,39,1,5,0
systemd-analyze,253232,56,64,64,1643248,761925,1940665,1945265,1,0,59,4,0,0,0,1134,1,10,0
symcryptrun,22704,56,64,64,124000,70018,121469,122229,1,0,59,4,0,0,0,162,1,4,0
systemd-socket-activate,13568,56,64,64,25016,6149,21677,21785,1,0,59,4,0,0,0,55,1,5,0
systemd-detect-virt,10496,56,64,64,16824,1701,12145,12225,1,0,59,4,0,0,0,34,1,7,0
tabs,7664,56,64,64,16824,4037,14473,14625,1,0,59,4,0,0,0,38,1,4,0
systemd-tty-ask-password-agent,13664,56,64,64,29112,7861,27557,27673,1,0,59,4,0,0,0,96,1,7,0
systemd-run,28752,56,64,64,62024,21653,57817,58105,1,0,59,4,0,0,0,129,1,7,0
systemd-hwdb,23696,56,64,64,111200,62016,108957,111289,2,0,63,4,0,0,0,143,1,7,0
systemd-inhibit,13344,56,64,64,20944,3717,18041,18153,1,0,59,4,0,0,0,60,1,7,0
tac,12352,56,64,64,111152,76818,107725,116821,1,0,59,4,0,0,0,73,1,6,0
systemd-id128,10064,56,64,64,20920,2933,17065,17193,1,0,59,4,0,0,0,45,1,7,0
systemd-stdio-bridge,12176,56,64,64,20928,3093,14361,14457,1,0,59,4,0,0,0,42,1,7,0
systemd-notify,11584,56,64,64,20928,2869,14617,14737,1,0,59,4,0,0,0,44,1,7,0
systemd-sysusers,18624,56,64,64,53928,23013,50257,50505,1,0,59,4,0,0,0,124,1,5,0
systemd-mount,25440,56,64,64,49760,19461,49441,49633,1,0,59,4,0,0,0,114,1,5,0
tail,21552,56,64,64,74352,41730,75109,75565,1,0,59,4,0,0,0,80,1,6,0
systemd-path,10224,56,64,64,16824,1621,13745,13857,1,0,59,4,0,0,0,28,1,7,0
systemd-escape,11888,56,64,64,16824,2965,14393,14529,1,0,59,4,0,0,0,39,1,7,0
systemd-tmpfiles,24704,56,64,64,90680,39973,86337,86553,1,0,59,4,0,0,0,184,1,5,0
tapestat,11248,56,64,64,49752,23861,43657,70489,1,0,59,4,0,0,0,73,1,4,0
systemd-machine-id-setup,10000,56,64,64,25056,5541,19513,19625,1,0,59,4,0,0,0,56,1,5,0
top,25312,56,64,64,127152,72578,123405,286405,1,0,59,3,0,0,0,134,1,4,0
tbl,21776,56,64,64,139784,80389,143882,156138,1,0,59,4,0,0,0,52,1,4,0
timedatectl,15888,56,64,64,45496,14581,41626,41769,1,0,59,4,0,0,0,91,1,7,0
tclsh8.6,4384,56,64,64,12632,517,6105,6113,1,0,59,3,0,0,0,14,1,5,0
tload,10688,56,64,64,20856,3554,14053,14397,1,0,59,3,0,0,0,41,1,6,0
tificc,18624,56,64,64,33200,13237,32985,33433,1,0,59,3,0,0,0,89,1,4,0
tracker,56640,56,64,64,198224,81973,196805,197545,1,0,59,4,0,0,0,428,1,4,0
telnet.netkit,25248,56,64,64,113392,56213,113265,119505,1,0,59,3,0,0,0,107,1,6,0
transicc,19664,56,64,64,37224,14821,34321,36185,1,0,59,3,0,0,0,85,1,4,0
tee,10496,56,64,64,41552,17122,38853,39301,1,0,59,4,0,0,0,59,1,6,0
tput,10672,56,64,64,25048,7093,19641,19817,1,0,59,4,0,0,0,51,1,4,0
test,10096,56,64,64,57904,28690,51453,51861,1,0,59,4,0,0,0,53,1,6,0
touch,17072,56,64,64,98896,56530,98677,99181,1,0,59,4,0,0,0,79,1,6,0
time,11680,56,64,64,21152,4341,15889,16049,1,0,59,3,0,0,0,33,1,4,0
totem-video-thumbnailer,18672,56,64,64,33240,7797,30145,30233,1,0,59,4,0,0,0,104,1,4,0
timeout,12032,56,64,64,46072,18690,43793,44301,1,0,59,4,0,0,0,75,1,6,0
traceroute6.iputils,14832,56,64,64,25024,6194,19421,19501,1,0,59,4,0,0,0,54,1,4,0
taskset,11888,56,64,64,37320,14386,33217,33277,1,0,59,4,0,0,0,74,1,5,0
toe,11072,56,64,64,20920,4245,15057,15097,1,0,59,4,0,0,0,48,1,4,0
tracepath,12272,56,64,64,20928,6258,17477,17541,1,0,59,4,0,0,0,43,1,4,0
tar,48640,56,64,64,454384,293653,465761,470049,1,0,59,3,0,0,0,226,1,8,0
totem,9232,56,64,64,20928,1333,20601,20681,1,0,59,4,0,0,0,37,1,5,0
tbl-dctrl,10544,56,64,64,37696,17041,32429,722825,1,0,51,3,0,0,0,59,1,4,0
tr,13376,56,64,64,53808,24178,50925,60325,1,0,59,4,0,0,0,58,1,6,0
tic,20880,56,64,64,90600,44482,86525,86805,1,0,59,4,0,0,0,111,1,4,0
tempfile,6080,56,64,64,12568,1861,9753,9825,1,0,59,2,0,0,0,23,1,4,0
troff,230304,56,64,64,751520,303589,787485,807093,1,0,59,4,0,0,0,84,1,4,0
truncate,12384,56,64,64,41520,18498,39941,40381,1,0,59,4,0,0,0,55,1,6,0
transset,11552,56,64,64,21416,4581,17001,17097,1,0,59,4,0,0,0,43,1,4,0
true,9792,56,64,64,37424,13922,31733,32141,1,0,59,4,0,0,0,45,1,6,0
transmission-gtk,177520,56,64,64,889056,498581,911149,915769,1,0,59,3,0,0,0,1986,1,11,0
tsort,10144,56,64,64,53808,29394,49709,50213,1,0,59,4,0,0,0,57,1,6,0
tty,10112,56,64,64,37424,14146,32621,33029,1,0,59,4,0,0,0,49,1,6,0
ttfread,5248,56,64,64,12728,1653,9929,9993,1,0,59,4,0,0,0,30,1,4,0
ubuntu-distro-info,8192,56,64,64,21456,6277,19177,19257,1,0,59,4,0,0,0,32,1,4,0
trust,48896,56,64,64,217840,81797,252409,253081,1,0,59,4,0,0,0,130,1,4,0
tset,11984,56,64,64,29120,8197,22657,23081,1,0,59,4,0,0,0,62,1,5,0
udevadm,100336,56,64,64,1049864,583252,1191069,1194769,2,0,63,4,0,0,0,309,1,10,0
unshare,20000,56,64,64,45744,16882,44245,44293,1,0,59,4,0,0,0,93,1,5,0
udisksctl,32768,56,64,64,57792,23333,60313,60665,1,0,59,4,0,0,0,150,1,4,0
umount,19504,56,64,64,37312,9074,33797,33861,1,0,59,4,0,0,0,118,1,6,0
uname,10960,56,64,64,41552,15042,35877,36285,1,0,59,4,0,0,0,52,1,6,0
ulockmgr_server,7216,56,64,64,16728,3221,12881,12913,1,0,59,3,0,0,0,38,1,4,0
uniq,12816,56,64,64,49744,20914,46261,46733,1,0,59,4,0,0,0,63,1,6,0
unlink,10016,56,64,64,37424,14754,33093,33533,1,0,59,4,0,0,0,48,1,6,0
ucs2any,10496,56,64,64,20792,8466,18596,18636,1,0,43,3,0,0,0,32,1,4,0
unsquashfs,20736,56,64,64,112888,60757,112025,1686457,1,0,59,3,0,0,0,118,1,4,0
umax_pp,14480,56,64,64,185864,141429,183489,183633,1,0,59,4,0,0,0,48,1,4,0
unrar-nonfree,20096,56,64,64,384000,281476,387754,472890,1,0,59,2,0,0,0,123,1,7,0
ubuntu-report,4609552,56,64,64,7716728,3572334,7713197,7909101,2,1,10795,3,0,0,0,45,1,0,0
ul,11424,56,64,64,20936,6354,18173,18413,1,0,59,4,0,0,0,48,1,5,0
unity-scope-loader,4800,56,64,64,12736,1029,9385,9409,1,0,59,4,0,0,0,33,1,5,0
unexpand,11312,56,64,64,41552,17874,39197,39733,1,0,59,4,0,0,0,57,1,6,0
vmnet-bridge,63484,56,64,64,488168,254024,579376,606512,1,0,44,5,0,0,0,144,1,5,0
uuidgen,10912,56,64,64,16832,2290,13117,13181,1,0,59,4,0,0,0,38,1,5,0
upower,11344,56,64,64,20912,3109,13969,13993,1,0,59,4,0,0,0,41,1,4,0
vmnet-dhcpd,106844,56,64,64,958576,498440,1062880,1230132,2,0,48,5,0,0,0,240,1,9,0
uuidparse,12416,56,64,64,37320,15458,37993,38165,1,0,59,4,0,0,0,81,1,5,0
utmpdump,11392,56,64,64,29120,8146,25341,25437,1,0,59,4,0,0,0,68,1,5,0
vim.tiny,121408,56,64,64,1388552,964469,1436137,1459849,1,0,59,3,0,0,0,165,1,6,0
update-alternatives,18288,56,64,64,57728,29301,53553,55737,1,0,59,3,0,0,0,64,1,4,0
update-notifier,33200,56,64,64,74856,24693,75385,75561,1,0,59,3,0,0,0,277,1,5,0
usbhid-dump,13632,56,64,64,29128,7989,24774,24993,1,0,59,4,0,0,0,54,1,4,0
vdir,26640,56,64,64,144408,81474,148069,152917,1,0,59,4,0,0,0,121,1,6,0
usbreset,5376,56,64,64,12720,1909,9513,9993,1,0,59,4,0,0,0,23,1,4,0
vmnet-natd,4223140,56,64,64,894872,535288,999920,1140548,2,0,48,4,0,0,0,263,1,5,0
uptime,5408,56,64,64,12648,1506,9957,10021,1,0,59,3,0,0,0,26,1,6,0
update-desktop-database,12432,56,64,64,24936,5013,21257,21289,1,0,59,3,0,0,0,69,1,4,0
vmnet-netifup,61668,56,64,64,479816,247096,567536,578176,1,0,44,5,0,0,0,135,1,5,0
viewres,12320,56,64,64,30032,8597,30729,36489,1,0,59,4,0,0,0,63,1,4,0
update-mime-database,23728,56,64,64,57848,27781,55457,55561,1,0,59,3,0,0,0,119,1,4,0
unzipsfx,10640,56,64,64,82328,54389,83345,928481,1,0,59,3,0,0,0,101,1,5,0
users,10160,56,64,64,41520,15634,35157,35597,1,0,59,4,0,0,0,56,1,6,0
unzip,19184,56,64,64,184744,107925,184369,1177065,1,0,59,3,0,0,0,116,1,5,0
usb_printerid,4784,56,64,64,12736,1061,7281,7345,1,0,59,4,0,0,0,16,1,4,0
vmstat,17200,56,64,64,37248,16098,32501,32773,1,0,59,3,0,0,0,57,1,6,0
vmwarectrl,5216,56,64,64,12856,2053,9665,9705,1,0,59,4,0,0,0,21,1,4,0
vmss2core,120232,56,64,64,1143304,543928,1259624,284521756,2,0,48,5,0,0,0,237,1,9,0
vmrun,1062000,56,64,64,10223720,5843624,11031024,11238904,2,0,48,5,0,0,0,389,1,10,0
